name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"chicago, illinois",2020-12-02,47.6,25.1,34.7,44.2,18.7,29.3,17.3,51.7,0,0,0,,0,0,18.3,11.5,269.6,1026.4,35.7,9.9,104.8,8.9,5,,2020-12-02T07:00:20,2020-12-02T16:19:54,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-12-03,45.9,30.1,36.7,38.9,21.8,29.3,22.3,56,0,0,0,,0,0,28.4,17.3,244.5,1020.4,44.7,9.9,96,8.2,5,,2020-12-03T07:01:21,2020-12-03T16:19:42,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-12-04,45.2,31.5,37.4,41.1,24.6,30.5,26.5,65.3,0,0,0,,0,0,24.7,13.2,214.5,1014.6,29.9,9.9,98,8.3,4,,2020-12-04T07:02:20,2020-12-04T16:19:32,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-12-05,40,30.6,34.9,35.3,24.1,30.3,25.7,69.4,0,0,0,,0,0,,8.7,184.8,1021.2,78.4,9.9,32.5,2.8,2,,2020-12-05T07:03:19,2020-12-05T16:19:24,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-12-06,36.4,34.2,35.3,36.4,28.7,32.6,28.9,77.3,0,0,0,,0,0,,8.2,262,1018.7,98.9,9.5,11.8,1.1,0,,2020-12-06T07:04:16,2020-12-06T16:19:19,0.67,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-12-07,37.7,34.1,36,37.7,27.6,33.2,27.2,70.3,0,0,0,,0,0,,7.7,236.8,1018.1,100,9.4,12.1,0.9,1,,2020-12-07T07:05:11,2020-12-07T16:19:16,0.73,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-12-08,36.7,33.8,34.9,35.6,24,27.5,26.2,70.3,0,0,0,,0,0,28.7,15.7,254.3,1017.5,100,8.7,31.5,2.7,2,,2020-12-08T07:06:06,2020-12-08T16:19:16,0.78,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK,D6362"
"chicago, illinois",2020-12-09,52.2,32.1,40.4,52.2,25.2,36.8,30.6,69.4,0,0,0,,0,0,,11,254.9,1012.4,31.5,8.1,95.7,8.2,4,,2020-12-09T07:06:58,2020-12-09T16:19:18,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-12-10,56.9,32.1,43.8,56.9,32.1,43,32.2,65.7,0,0,0,,0,0,23,12.3,146.7,1015,38,9.6,95.5,8.4,4,,2020-12-10T07:07:49,2020-12-10T16:19:22,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-12-11,44.6,37.1,41.7,40.9,32.7,36,36.6,82.2,0.68,100,33.33,rain,0,0,31.3,20.1,64.1,1013.1,91.9,6.7,23.5,2,1,,2020-12-11T07:08:39,2020-12-11T16:19:29,0.94,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-12-12,42.2,32.8,38.7,35.2,23,30.6,34.6,85,0.91,100,62.5,rain,0,0,31.1,16.7,183.4,1008.4,100,6.7,17,1.4,1,,2020-12-12T07:09:27,2020-12-12T16:19:38,0.97,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72534014819,AP878,KORD,KMDW,72530094846,F1983,74466504838,KPWK,D6362"
"chicago, illinois",2020-12-13,36.7,28.1,31.7,33.5,16.7,25.9,24.2,73.8,0,0,0,,0,0,27.7,15.5,259.5,1021,75.2,9.9,75.5,6.5,4,,2020-12-13T07:10:13,2020-12-13T16:19:50,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-12-14,31.7,24.2,28.7,23.5,16,19.4,15.2,57,0,0,0,,0,0,24.2,14.3,313.7,1024.5,77.2,9.9,83.5,7.3,4,,2020-12-14T07:10:57,2020-12-14T16:20:04,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-12-15,33.2,20.6,27.2,26,11.6,19.3,13.6,56.4,0,0,0,,0,0,19.7,15.1,220.7,1027.7,87.9,9.9,52.8,4.5,3,,2020-12-15T07:11:39,2020-12-15T16:20:20,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-12-16,33.9,29.2,31.7,28.4,18.9,24.2,22.5,68.5,0,0,0,,0,0,,13.2,76.1,1017.7,99.8,9.4,13,1.2,1,,2020-12-16T07:12:20,2020-12-16T16:20:38,0.02,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-12-17,34.8,28.8,33,32,24.3,28.2,22.2,64.4,0,0,0,,0,0,,8.5,292.1,1020.9,90.7,9.8,14.5,1.2,1,,2020-12-17T07:12:59,2020-12-17T16:20:59,0.05,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-12-18,36.4,24.5,31,28.7,18.7,23.7,22.7,71.5,0,0,0,,0,0,30.2,15.5,188.5,1025.2,49.1,9.2,69.2,5.8,4,,2020-12-18T07:13:35,2020-12-18T16:21:22,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-12-19,43.8,34.5,39.5,38.6,25.8,33.1,31.3,72.2,0,0,0,,0,0,26.4,13.9,227.9,1016.4,99.1,9.5,29.5,2.4,2,,2020-12-19T07:14:10,2020-12-19T16:21:48,0.13,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-12-20,41.1,32,36.2,34,22.8,29.3,26.9,69.1,0,0,0,,0,0,23.3,14.3,239.1,1012.2,67.1,9.3,92.6,8.1,4,,2020-12-20T07:14:42,2020-12-20T16:22:15,0.18,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-12-21,45.9,33.8,38.9,38.1,26.9,31.7,28.3,66.5,0,0,0,,0,0,35.1,23.1,244.9,1006.6,89.1,9.6,69.3,5.8,5,,2020-12-21T07:15:13,2020-12-21T16:22:45,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-12-22,41.3,32.1,37.5,34.3,25.1,30.5,26.7,64.9,0,0,0,,0,0,31,18,235.4,1019.4,63.7,9.9,67.9,5.8,4,,2020-12-22T07:15:41,2020-12-22T16:23:17,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-12-23,57,29.4,47,57,15.3,41.9,32.6,57.7,0.1,100,8.33,rain,0,0,48.7,30,200.8,1003.3,88.4,9.7,47.1,4.1,4,,2020-12-23T07:16:08,2020-12-23T16:23:51,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-12-24,26.6,11.3,15.9,10.9,-5.4,0.6,3.6,57.7,0,0,0,,0,0,44.2,27.6,278.5,1010,93,9.1,55.2,4.8,3,,2020-12-24T07:16:32,2020-12-24T16:24:27,0.37,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-12-25,21.8,8.8,15.6,8.4,-6.7,1.6,2.5,55.9,0,0,0,,0,0,29.8,18.9,279.2,1015.1,50.3,9.9,88,7.4,5,,2020-12-25T07:16:54,2020-12-25T16:25:05,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK,D6362"
"chicago, illinois",2020-12-26,34.6,19.2,25.2,33.8,6.7,17.9,13.1,60.6,0,0,0,,0,0,25.8,14.1,229.8,1015.1,56.2,9.9,96,8.4,5,,2020-12-26T07:17:13,2020-12-26T16:25:46,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-12-27,46.7,24.6,35.4,41.5,18.7,28.6,26.7,70.7,0,0,0,,0,0,35,18.7,179.1,1008.8,85.1,9.8,58.1,5,3,,2020-12-27T07:17:31,2020-12-27T16:26:28,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-12-28,34,22.6,30.2,26.1,14.4,21.3,18.7,62.5,0,0,0,,0,0,32,17.1,291,1025,53.3,9.9,92,8,5,,2020-12-28T07:17:46,2020-12-28T16:27:12,0.49,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-12-29,32.5,18.2,25.8,23.6,13.1,19.4,17.4,70.8,0.16,100,29.17,"rain,snow",0,0,29.9,18.9,159.3,1030.8,73.5,8.1,35.4,2.9,2,,2020-12-29T07:17:59,2020-12-29T16:27:58,0.5,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-12-30,35.8,26.2,31.6,28,13.5,21.4,25.2,77.1,0.32,100,33.33,"rain,snow",2,1.1,31.9,21.8,244.6,1014.7,99.9,7.5,20.9,1.8,1,,2020-12-30T07:18:09,2020-12-30T16:28:46,0.5,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow clearing later.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-12-31,27.6,23.9,25.3,26.8,16.5,21.4,16.7,69.4,0,0,0,,0,0.6,,8.7,225.5,1026.4,85.6,9.4,88.6,7.7,5,,2020-12-31T07:18:17,2020-12-31T16:29:35,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2021-01-01,35.2,24,30.8,27.3,17.2,22.3,26.2,82.8,0.25,100,41.67,"rain,snow",0,0,32.4,22.2,96.6,1017.7,94.9,5.1,14,1.1,1,,2021-01-01T07:18:23,2021-01-01T16:30:27,0.53,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2021-01-02,35.6,29.9,33,33.8,21.4,27.1,29,85.2,0,0,0,,1.9,1.1,,12.3,206.3,1017.8,99.9,5.7,43,3.7,3,,2021-01-02T07:18:27,2021-01-02T16:31:20,0.56,Overcast,Cloudy skies throughout the day.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2021-01-03,33.9,27.5,31.7,32.4,19,25.7,27.7,85.3,0.03,100,12.5,"rain,snow",0.2,1.9,,9.3,261.8,1015.8,99.8,5.9,21.3,1.8,1,,2021-01-03T07:18:28,2021-01-03T16:32:14,0.6,"Snow, Rain, Overcast",Cloudy skies throughout the day with early morning snow or rain.,snow,"72534014819,AP878,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2021-01-04,30,25.1,27.3,22.2,15.5,19.1,24.3,88.3,0,0,0,,0,2,18.3,12.2,222,1016.2,98.2,3.7,41.2,3.4,2,,2021-01-04T07:18:27,2021-01-04T16:33:10,0.65,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2021-01-05,35.7,29.1,32.4,32.6,21,27.1,27.6,82.4,0,0,0,,0,1.9,,10.1,281.1,1020.2,99,7.1,43.4,3.7,2,,2021-01-05T07:18:23,2021-01-05T16:34:08,0.7,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2021-01-06,39.2,29.8,34.4,35.1,25.1,30.6,27.9,77.3,0,0,0,,0,1.5,,7.9,138.3,1028.2,91.9,6.4,79.1,6.8,4,,2021-01-06T07:18:17,2021-01-06T16:35:07,0.76,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2021-01-07,37.9,34.9,36.6,32.4,27.6,29.9,25.1,63,0,0,0,,0,1,,13.8,58.1,1028.2,99.7,9.7,20.6,1.8,1,,2021-01-07T07:18:09,2021-01-07T16:36:08,0.82,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2021-01-08,36.1,30.5,33.9,29.4,21.6,25.1,25.1,70.2,0,0,0,,0,0.4,25.1,16.9,151.9,1025.4,99.7,9.3,29.2,2.5,2,,2021-01-08T07:17:58,2021-01-08T16:37:10,0.87,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2021-01-09,37.5,27.6,32,32.9,21.1,25.5,22.3,67.4,0,0,0,,0,0.4,18.3,11.1,221.2,1026.6,86.6,9.9,77.3,6.7,4,,2021-01-09T07:17:45,2021-01-09T16:38:13,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2021-01-10,30.3,25.8,28.4,28.8,16.7,22.9,20.5,72.1,0,0,0,,0,0.4,,8.9,285.5,1027.7,97.3,9.9,29,2.4,1,,2021-01-10T07:17:30,2021-01-10T16:39:17,0.96,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK,D6362"
"chicago, illinois",2021-01-11,30,22,26.3,20.1,10.6,15.3,20.5,78.7,0,0,0,,0,0.4,25.5,15.9,236.7,1025.1,96.6,8.4,29.9,2.4,1,,2021-01-11T07:17:12,2021-01-11T16:40:23,0.99,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2021-01-12,38.4,26.4,31.4,30.7,16,22.8,24.7,76.3,0,0,0,,0,0.4,24.2,13.9,222.8,1018.7,33.1,9.2,98.5,8.5,5,,2021-01-12T07:16:53,2021-01-12T16:41:29,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2021-01-13,40.6,31.5,36.3,34.4,24.2,29.8,28.9,74.5,0,0,0,,0,0.3,19.7,12.6,213.2,1010.3,82.3,9.6,57.1,4.8,3,,2021-01-13T07:16:30,2021-01-13T16:42:37,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2021-01-14,39.6,32.8,36.4,33.1,26,29.7,30.6,79.2,0.12,100,20.83,"rain,snow",0,0,25.4,14.5,175.9,1001.2,77.2,9.1,45.7,4,3,,2021-01-14T07:16:06,2021-01-14T16:43:45,0.01,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2021-01-15,37.2,30.4,34.6,33.8,25.5,29.2,29.3,80.9,0,0,0,,0.3,0.1,20.8,10.4,186.8,999.3,84.1,9.1,46.6,4.2,2,,2021-01-15T07:15:39,2021-01-15T16:44:55,0.03,Partially cloudy,Partly cloudy throughout the day.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2021-01-16,36.9,29.6,33.9,30.2,22.8,27.1,29.1,82.8,0.05,100,20.83,"rain,snow",0.2,0.3,,11.7,272.8,1003.8,99.6,6.9,17,1.3,1,,2021-01-16T07:15:10,2021-01-16T16:46:05,0.06,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow clearing later.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2021-01-17,34.8,29.1,31,28.4,21.6,24.1,26.7,83.7,0.03,100,12.5,"rain,snow",0.3,0.1,,9.2,259.8,1007.2,99.3,6.7,13.4,1.1,1,,2021-01-17T07:14:39,2021-01-17T16:47:17,0.1,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow in the morning and afternoon.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2021-01-18,30,24.8,27.9,21.7,16.1,18.9,20.2,73,0,0,0,,0.4,0.5,21.9,14.7,261.3,1013.6,92.9,9.6,39.3,3.3,2,,2021-01-18T07:14:06,2021-01-18T16:48:29,0.14,Overcast,Cloudy skies throughout the day.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2021-01-19,32.7,20.8,26,22.5,12.3,16.6,18.7,73.9,0.01,100,4.17,"rain,snow",1.1,0.7,30.3,20.3,256.2,1021.2,85.4,7.7,40.1,3.5,2,,2021-01-19T07:13:30,2021-01-19T16:49:41,0.19,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2021-01-20,34.2,14.4,23.7,24.3,2.8,12.3,13.8,65.6,0,0,0,,0.6,1.6,35.6,20.1,239.8,1019.5,45.2,9.9,117.3,10.1,5,,2021-01-20T07:12:53,2021-01-20T16:50:55,0.23,Partially cloudy,Partly cloudy throughout the day.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2021-01-21,41.2,32,35.5,31.7,23,26.4,22.4,59.1,0,0,0,,0,1.2,36.9,25.8,257.1,1008.1,34.1,9.9,116.9,10.1,5,,2021-01-21T07:12:13,2021-01-21T16:52:09,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2021-01-22,30.6,13.4,19,20.7,1.2,7.3,3.5,50.6,0,0,0,,0,0.1,27.3,19.7,305.9,1021,17.7,9.9,119,10.2,5,,2021-01-22T07:11:31,2021-01-22T16:53:23,0.33,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2021-01-23,30.5,11.1,21.4,25.1,4,15,6.5,52.9,0,0,0,,0,0,,10.8,205.9,1028.6,55.3,9.9,113.7,9.9,5,,2021-01-23T07:10:47,2021-01-23T16:54:38,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2021-01-24,34.1,27.9,31.1,28.7,19.3,24.4,21.5,68.1,0,0,0,,0,0,23,10,200.3,1020.3,100,8.8,42.2,3.6,2,,2021-01-24T07:10:02,2021-01-24T16:55:53,0.41,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2021-01-25,34.2,30,31.8,26.2,18.7,22.4,24.2,73.3,0.03,100,12.5,"rain,snow",3.2,1.1,33.4,21.8,85.4,1016.1,99.5,7.8,12.7,1.1,1,,2021-01-25T07:09:14,2021-01-25T16:57:09,0.44,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2021-01-26,32.1,25.7,30.3,22.3,13.1,19,25.4,81.9,0.1,100,33.33,"rain,snow",2.3,4.5,30.9,19.4,145.9,1013.2,100,4.4,6.3,0.5,0,,2021-01-26T07:08:24,2021-01-26T16:58:25,0.47,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72534014819,AP878,KORD,KMDW,72530094846,KPWK,74466504838,D6362"
"chicago, illinois",2021-01-27,27.9,15.8,23.8,18.1,3.4,13,15.1,68.8,0,0,0,,0.3,5,21.2,13.1,288.2,1028.9,83.3,9.9,10.5,1,0,,2021-01-27T07:07:32,2021-01-27T16:59:42,0.49,Partially cloudy,Partly cloudy throughout the day.,snow,"72534014819,AP878,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2021-01-28,25.1,10.5,17.9,20.4,-0.7,9.6,4,55.2,0,0,0,,0,4.9,,11.3,278,1037.4,32.6,9.9,110.9,9.6,5,,2021-01-28T07:06:38,2021-01-28T17:00:59,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2021-01-29,32,18.2,25.6,24.7,11.4,20,11.8,56.1,0,0,0,,0,4.6,20.8,12,111.5,1030.4,68.9,9.9,125,10.8,5,,2021-01-29T07:05:43,2021-01-29T17:02:15,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2021-01-30,34.2,29.1,31,24.1,17.3,20.2,21.1,67.3,0.09,100,25,"rain,snow",4.4,5.6,34.9,22.6,122.4,1018.5,92.8,7,28.7,2.6,1,,2021-01-30T07:04:46,2021-01-30T17:03:33,0.52,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2021-01-31,32.9,29.4,31.3,24.3,17.2,20.4,27.3,85.1,0.12,100,45.83,"rain,snow",4.3,11.2,30.5,19,62,1014.2,97.9,2.5,10.9,0.8,0,,2021-01-31T07:03:46,2021-01-31T17:04:50,0.54,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72534014819,KORD,KMDW,72530094846,KPWK,74466504838,D6362"
"chicago, illinois",2021-02-01,33,23.3,29,25.3,14.1,19.4,20.7,71.1,0,0,0,,1,13.4,26.4,16,266.3,1023.1,66.8,9.9,90.9,7.9,4,,2021-02-01T07:02:45,2021-02-01T17:06:07,0.59,Partially cloudy,Partly cloudy throughout the day.,snow,"72534014819,AP878,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2021-02-02,33.2,20.8,27,24.2,10.9,18.1,17.9,68.4,0,0,0,,0,12.8,,13.3,326.9,1024.7,71.3,9.9,57.8,4.9,3,,2021-02-02T07:01:43,2021-02-02T17:07:25,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2021-02-03,35.2,16.8,26.3,34.2,9,20.4,16.9,68.1,0,0,0,,0,11.7,,9.6,211.3,1020.5,37.6,9.8,134.8,11.6,6,,2021-02-03T07:00:39,2021-02-03T17:08:42,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2021-02-04,38.7,21.2,32.2,29.8,4.1,22.2,24.3,72.8,0.19,100,25,"rain,snow",0.3,11.1,45,26.8,193.1,1002.8,94.9,6.3,34.2,2.9,3,,2021-02-04T06:59:33,2021-02-04T17:09:59,0.74,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2021-02-05,19.2,9.7,13.5,1.8,-7.8,-4.3,3.3,63.3,0,0,0,,0.2,11.3,41.4,24.7,261.6,1006.8,40.8,9.4,126.5,10.9,5,,2021-02-05T06:58:25,2021-02-05T17:11:17,0.8,Partially cloudy,Partly cloudy throughout the day.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2021-02-06,13.1,4,8.9,0.9,-10.7,-5,-0.2,66.2,0,0,0,,0.2,10.9,25.3,15.3,261.8,1019.5,55.7,7.8,92.2,8,5,,2021-02-06T06:57:16,2021-02-06T17:12:34,0.85,Partially cloudy,Partly cloudy throughout the day.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2021-02-07,5.9,-6.3,0.3,-6.4,-24.3,-14.4,-11.8,56.2,0,0,0,,0.1,11,21.6,12.9,289.9,1026.3,51.5,9.9,112.6,9.8,6,,2021-02-07T06:56:05,2021-02-07T17:13:51,0.9,Partially cloudy,Partly cloudy throughout the day.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2021-02-08,14.6,1.7,8.6,14.6,-6.3,4.6,-0.3,66.7,0.03,100,12.5,snow,2.4,11.6,,9.3,225.8,1028.2,96.8,6,74.7,6.3,3,,2021-02-08T06:54:53,2021-02-08T17:15:09,0.94,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2021-02-09,17.6,2.1,9.5,16.7,-14.3,-2.2,-4.5,53.8,0,0,0,,1.4,14.2,,12.2,331.5,1030,44.1,9.5,149.7,12.8,6,,2021-02-09T06:53:39,2021-02-09T17:16:26,0.97,Partially cloudy,Becoming cloudy in the afternoon.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2021-02-10,16.5,6.8,12.1,4.6,-5.8,0.5,0,57.9,0,0,0,,0,13.2,,14.3,305,1030.7,95.3,8.5,55.3,4.7,2,,2021-02-10T06:52:24,2021-02-10T17:17:42,1,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2021-02-11,22.1,4.2,15,14.6,-10.6,2.2,5,64,0,0,0,,0.3,12.2,23,15.2,177.3,1031.3,74.4,8.2,36.1,3.1,1,,2021-02-11T06:51:08,2021-02-11T17:18:59,1,Partially cloudy,Partly cloudy throughout the day.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
